frase	duracao_media_masculino	total_classificacoes_masculino	classificacao_majoritaria_masculino	votos_maioria_masculino	total_positiva_masculino	total_negativa_masculino	total_neutra_masculino	duracao_media_feminino	total_classificacoes_feminino	classificacao_majoritaria_feminino	votos_maioria_feminino	total_positiva_feminino	total_negativa_feminino	total_neutra_feminino	concordancia_grupos
Pois bem, eu vi ele, ele me viu, mas não falou comigo.	5.87375	4	negativa	3	0	3	1	4.2860000000000005	4	negativa	2	1	2	1	1
Eu e Carol estamos cada vez mais amigas, adoro ela.	3.5272499999999996	4	negativa	3	0	3	1	3.588	4	neutra	3	0	1	3	0
Então resolvi procurar no Google alguma clinica que fazia terapia de vidas passadas em Goiânia, até então eu nem sabia que existia isso aqui, só tinha visto pela televisão.	6.638	4	negativa	4	0	4	0	8.731	4	negativa	4	0	4	0	1
á havíamos ficado antes e foi muito louco ela já havia me chupado até eu gozar na boca dela.	9.53675	4	neutra	3	1	0	3	7.025	4	neutra	4	0	0	4	1
Você foi simplesmente roubado de mim, não é?	2.9962500000000003	4	positiva	3	3	0	1	3.47525	4	positiva	3	3	0	1	1
Sou seletiva em minhas amizades.	9.33675	4	neutra	3	0	1	3	5.435	4	neutra	4	0	0	4	1
Hoje acaba uma guerra.	12.16575	4	neutra	3	1	0	3	2.436	4	positiva	4	4	0	0	0
Ainda passo todos os natais de lá pra frente sozinha, e páscoas também.	2.8805000000000005	4	positiva	3	3	0	1	2.439	4	positiva	4	4	0	0	1
É mesmo uma ousada declaração de amor.	4.5024999999999995	4	negativa	4	0	4	0	5.354	4	negativa	4	0	4	0	1
Eu divido o quarto com a minha irmã, então ficou eu na minha cama, ele no colchão (no chão do meu lado) e minha irmã na cama dela que é logo do lado (pertinho).	4.00525	4	positiva	4	4	0	0	3.9162500000000002	4	positiva	3	3	0	1	1
Não conseguia responder, não chorava, não sorria, simplesmente sentei no chão do banheiro olhando para o nada, com uma eterna sensação de bem estar em meio ao vazio que me atormentava.	7.6785000000000005	4	neutra	4	0	0	4	11.490000000000002	4	neutra	4	0	0	4	1
Fui pra sala e um pouco depois minha professora nos levou pra biblioteca.	10.21525	4	negativa	3	0	3	1	8.80525	4	neutra	3	1	0	3	0
Ninguém, nem meus pais nem meus irmãos ia saber porque estava chorando, nunca.	14.0655	4	neutra	4	0	0	4	5.6765	4	neutra	4	0	0	4	1
Ficar sem você é ter a noção do tempo e não saber preenchê-lo, é perder a paz e conhecer a ausência de alguém presente.	3.4037500000000005	4	negativa	4	0	4	0	5.057	4	negativa	3	0	3	1	1
Estávamos uns dias sem ter contato, quando ele me liga perguntando se eu havia esquecido ele e porque eu havia sumido.	9.981749999999998	4	negativa	3	1	3	0	5.365	4	negativa	4	0	4	0	1
Na hora que fui embora ele me deu um bombom, serenata de amor.	5.4437500000000005	4	neutra	2	1	1	2	8.826	4	neutra	4	0	0	4	1
Então é isso, fico por aqui, hoje estou muito feliz e com saudade dele já, a gente é grudento do nosso jeito, e eu amo isso.	2.47625	4	positiva	4	4	0	0	5.77625	4	positiva	4	4	0	0	1
Meus olhos começam a se encher de lágrimas.	4.7147499999999996	4	positiva	4	4	0	0	8.83425	4	positiva	4	4	0	0	1
Ela não pode sair aqui sem ele, apenas ficar em casa!	2.16575	4	neutra	3	0	1	3	3.3609999999999998	4	negativa	4	0	4	0	0
Só é pra eu me separar, quando ele se separar.	3.4552500000000004	4	positiva	4	4	0	0	5.8065	4	positiva	4	4	0	0	1
Meu namorado não parece ser tão mais velho do que eu não, mas isso me chateia, porque o amor não depende da idade.	6.164	4	neutra	4	0	0	4	7.707	4	neutra	3	0	1	3	1
Também comprei abóbora e me dirigi ao caixa pagador.	6.686750000000001	4	neutra	3	1	0	3	18.27625	4	neutra	4	0	0	4	1
E conseguem, emagrecem e tornam-se mulheres com um peso perfeitamente normal, e muito mais bonitas!	2.3395	4	neutra	4	0	0	4	3.07	4	neutra	4	0	0	4	1
Eu lembro de tantos momentos , tantas coisas boas que agente fez junta, voce foi um anjo pra mim.	6.05125	4	positiva	4	4	0	0	11.33275	4	positiva	2	2	1	1	1
Sempre foi considerada pelos parentes um nada, não tinha dinheiro, era doente e muito infeliz.	2.946	4	positiva	4	4	0	0	4.92625	4	positiva	4	4	0	0	1
Ai contei pro meu pai, o que ela tinha me dito naquele dia, ela falou que é mentira, que eu sou mentirosa e ela não disse nada daquilo.	3.895	4	negativa	4	0	4	0	5.422499999999999	4	negativa	4	0	4	0	1
Conheci um amigo da minha irmã esses dias, ele tem 17 anos e pelo que percebi, é bem galinha, resolvi então, dar uma estudadinha no seu tipo e vou dar algumas dicas para as menininhas apaixonadas que lerem isso.	6.436	4	negativa	4	0	4	0	9.32675	4	negativa	3	0	3	1	1
Pra quê ela mente desse jeito?	56.50975	4	neutra	2	1	1	2	13.67575	4	neutra	3	0	1	3	1
Quando chega a noite, hora de dormir, encosto a cabeça no travesseiro e meu pensamento me transporta para um mundo maravilhoso.	6.77975	4	negativa	2	1	2	1	10.111	4	neutra	2	1	1	2	0
Tomei mais um comprimido de antidepressivo (normalmente só tomo dois) e fui escutar música.	5.2565	4	positiva	4	4	0	0	5.75075	4	positiva	4	4	0	0	1
Eu não sei se você se lembra disso, cachorro, mas eu lembro.	5.343	4	positiva	2	2	1	1	6.618	4	neutra	4	0	0	4	0
Os amigos dele já notaram que eu estou gostando dele demais .	2.392	4	neutra	4	0	0	4	3.3282499999999997	4	neutra	4	0	0	4	1
Eu fui tão idiota, em valorizar depois de perder.	5.4955	4	positiva	3	3	0	1	6.236750000000001	4	neutra	3	1	0	3	0
Fazer as escolhas certas é que é o difícil da coisa.	3.9352500000000004	4	negativa	3	0	3	1	6.35425	4	negativa	3	0	3	1	1
Mas eu só tenho esse jeito de expressar o que eu sinto.	4.375	4	neutra	3	1	0	3	11.331	4	neutra	3	0	1	3	1
Só você me faz sorrir.	3.358	4	neutra	3	0	1	3	3.58375	4	neutra	3	1	0	3	1
A beleza de uma mulher está no seu sorriso, na sua personalidade, na sua simplicidade.	1.8590000000000002	4	positiva	4	4	0	0	2.7060000000000004	4	positiva	3	3	0	1	1
Ah! Meu bem, você é a minha metade.	5.82775	4	positiva	4	4	0	0	4.017	4	positiva	3	3	0	1	1
Hoje foda-se, não to nem ai para o que vocês pensam sobre mim, não estou nem ai pra sua popularidade, vai contar mentira na casa do caralho, não no meu ouvido.	1.7879999999999998	4	positiva	4	4	0	0	4.2725	4	positiva	3	3	0	1	1
Cheguei no trabalho hoje tão desanimada, vejo tanta coisa pra fazer mas não tenho estímulo, fico revoltada quando penso que me esforço tanto para dar o melhor de mim nessa empresa e as pessoas indiretamente atrapalham o meu trabalho.	4.16375	4	negativa	4	0	4	0	7.676500000000001	4	negativa	4	0	4	0	1
Oi querido diário, mais uma vez estou aqui me sentindo uma merda e a culpa é toda minha!	7.94275	4	negativa	3	0	3	1	8.4795	4	negativa	4	0	4	0	1
No final das contas, ela acabou indo dormir com o meu pai, e minha mãe na cama dela (da minha irmã).	3.06175	4	negativa	4	0	4	0	4.97425	4	negativa	3	0	3	1	1
Você lambeu minhas lágrimas, e dormiu do meu lado sempre que eu chorei até cair no sono.	6.866750000000001	4	neutra	4	0	0	4	8.409749999999999	4	neutra	4	0	0	4	1
Luana minha amiga me levou pra um culto evangélico para o pastor falar comigo, eu liguei pro meu namorado na época pra ir comigo.	3.8035	4	positiva	3	3	1	0	4.593500000000001	4	positiva	3	3	0	1	1
Depois os rapazes também gostam de rapariags que tenham algum corpo. Não aquelas que só parecem que têm ossos.	6.030000000000001	4	neutra	3	1	0	3	6.65675	4	negativa	2	1	2	1	0
O que acontece hoje, eu recompenso amanhã.	10.021249999999998	4	neutra	4	0	0	4	8.137	4	neutra	3	0	1	3	1
Te amo muito meu Pai!	2.91525	4	neutra	3	1	0	3	3.1885	4	neutra	3	1	0	3	1
.Foi legal, depois de muita conversa ficamos namorando, incrível como aquele garoto tem o dom de me enlouquecer e ao mesmo tempo me fazer feliz.	2.8890000000000002	4	positiva	4	4	0	0	2.2115	4	positiva	4	4	0	0	1
Esses últimos 3 meses do mês é o período que mais trabalhamos pois ganhamos por comissão.	14.189250000000001	4	positiva	4	4	0	0	6.45475	4	positiva	3	3	0	1	1
Esses sentimentos começaram quando tinha 14 anos(eu acho), não sei o que deu de errado na minha vida.	5.661250000000001	4	neutra	4	0	0	4	6.37025	4	neutra	3	1	0	3	1
Chegando lá fomos para uma suite stand, super confortavel e lá começou, beijos gostosos por todo o meu pescoço e logo vi que ela estava super fogosa.	4.6065000000000005	4	neutra	3	0	1	3	5.0715	4	neutra	3	0	1	3	1
Tipo tudo estava muito bem muito legal	22.74125	4	positiva	4	4	0	0	7.28525	4	positiva	3	3	0	1	1
Não tenho mais aquela aparência tão jovem, mas o meu coração ainda é o mesmo que te amou, que te deu carinho, e adorou receber o seu.	1.8737499999999998	4	positiva	4	4	0	0	9.6815	4	positiva	4	4	0	0	1
Mas não é por isso se sente necessidade de viver anunciando suas qualidades.	6.3995	4	positiva	4	4	0	0	6.058999999999999	4	positiva	4	4	0	0	1
Este foi o relato do meu sexo de ano novo.	15.24125	4	neutra	3	0	1	3	6.97775	4	neutra	4	0	0	4	1
Durante um momento de descontração e risos, eu tive um momento muito estranho, senti um espírito próximo de mim e de repente eu tive uma sensação de que eu já havia estado naquela clínica ali antes.	4.03975	4	neutra	3	1	0	3	3.8962499999999993	4	neutra	3	1	0	3	1
Se ele tivesse 50 anos e eu o amasse, eu ficaria com ele sem nenhum problema	2.4467499999999998	4	neutra	4	0	0	4	2.697	4	neutra	4	0	0	4	1
Durante o dia, conseguia ver meu irmão pela janela, um belo menino loiro, somos bem mais que irmão, compartilhamos segredo, ele é meu cúmplice e sou a dele.	3.90575	4	positiva	3	3	0	1	9.88075	4	neutra	3	1	0	3	0
Nunca me arrumei tão rápido, ainda bem que moro a uns cinco minutos de carro pro meu trabalho.	9.63275	4	positiva	3	3	0	1	8.74025	4	positiva	4	4	0	0	1
Conheci uma menina nova lá, acho que vamos ser amigas.	3.6870000000000003	4	neutra	3	1	0	3	4.922	4	neutra	3	1	0	3	1
Não tenho o toque da sua mão deslizando meu corpo, não tenho seus abraços, não tenho seus beijos, não tenho você em minha vida.	2.276	4	negativa	3	0	3	1	2.49775	4	neutra	4	0	0	4	0
Por um lado vai ser bom porque não vou ter que escutar minha mãe gritando no trânsito, o que ja ajuda muito.	5.20925	4	negativa	4	0	4	0	8.3725	4	negativa	3	0	3	1	1
Ele me dizia tenho certeza de que a gente nunca vai fazer essas coisas que conversamos, mas tudo bem.	7.74225	4	neutra	3	0	1	3	6.64175	4	negativa	3	0	3	1	0
Eu peguei achando que fosse aqueles livros de criancinhas que falam : Querido diário.. Hoje eu aprendi a ler.. 	7.6152500000000005	4	neutra	3	0	1	3	8.380249999999998	4	neutra	3	0	1	3	1
Só sei que ontem eu sonhei com ele e quando estou com ele me esqueço de tudo que está em volta de mim .	6.72275	4	neutra	3	1	0	3	5.797499999999999	4	neutra	4	0	0	4	1
Ovos sem colesterol e carne de porco light são exemplos do que pode fazer a pesquisa genética em busca de alimentos mais saudáveis.	4.8255	4	neutra	3	1	0	3	6.832999999999999	4	negativa	2	1	2	1	0
Ouvi papai e mamãe conversando ontem no quarto, eles disseram que todos os recursos médicos estariam a minha disposição a preço que fosse.	6.994250000000001	4	positiva	3	3	0	1	6.656499999999999	4	neutra	3	1	0	3	0
Quando meus pais se divorciaram, não me restou mais nada.	5.250249999999999	4	positiva	3	3	0	1	10.93	4	positiva	2	2	1	1	1
Sou muito frienta, quando eu estava na minha cama, eu peguei 3 cobertas e estava de blusa de frio.	2.18025	4	negativa	4	0	4	0	8.12975	4	negativa	4	0	4	0	1
Sempre vou lembrar com carinho de tudo o que vivi com você.	3.974	4	neutra	4	0	0	4	6.054499999999999	4	neutra	4	0	0	4	1
O que você semeia você certamente colherá.	2.5402500000000003	4	positiva	4	4	0	0	4.34675	4	positiva	4	4	0	0	1
Me desculpe, ou melhor, me perdoe por eu não ser a filha dos seus sonhos tao perfeitos, por eu só te decepcionar quando você esperava o maximo de mim.	5.59375	4	positiva	3	3	0	1	22.83575	4	neutra	3	1	0	3	0
Obrigado meu Deus pela vida de meu esposo!	6.353249999999999	4	negativa	4	0	4	0	8.19175	4	negativa	4	0	4	0	1
Eu era uma criança muito tímida, me lembro que a turma inteira fazia bagunça e eu ficava ali no canto, sozinho sem conversar com ninguém.	2.36025	4	positiva	4	4	0	0	12.37725	4	positiva	3	3	0	1	1
Depois de mais uma vez ter tido provas de que esse alguém não me quer , decidi que vou esquece-lo.	33.892999999999994	4	positiva	4	4	0	0	15.521999999999998	4	positiva	4	4	0	0	1
Portanto peço que ele seja muito feliz para onde for que seja lá prospero.	11.4115	4	negativa	2	1	2	1	14.465250000000001	4	positiva	2	2	1	1	0
Fui na casa do meu namorado hoje e ele tinha ido no mercado.	10.620750000000001	4	positiva	4	4	0	0	11.86575	4	positiva	3	3	0	1	1
Nunca passei fome e nem tive doença, agradeço a Deus por ter meus dois olhos,	3.12	4	neutra	4	0	0	4	4.8285	4	neutra	4	0	0	4	1
Quantas tristezas e decepções eu já passei nessa vida não é mesmo, ainda bem que eu escrevo só pra mim mesmo, pois só eu mesmo sei de tudo que eu já passei, nunca quis compartilhar minha merda de vida com ninguém.	3.23475	4	positiva	4	4	0	0	5.024	4	positiva	3	3	0	1	1
A Felicidade está sempre batendo a nossa porta, basta abri-la e convidá-la a entrar.	8.8765	4	negativa	4	0	4	0	917.6344999999999	4	negativa	4	0	4	0	1
Terreiros errados, guias errados, falta de educação com as pessoas, responsabilidade, falta de atitude, falta de sorte, falta de sair de casa, falta de correr atrás, punheta excessiva, cartas, tarô, trabalhos de aberturas.	3.2362499999999996	4	positiva	4	4	0	0	4.18775	4	positiva	4	4	0	0	1
As mãos envolvendo-os enquanto a boca não para de lambê-los como se fosse sorvete, porque quase derretem na boca.	22.451249999999998	4	negativa	3	0	3	1	25.596	4	negativa	3	0	3	1	1
Eles não gostam de mim, não acreditam em meu potencial de chegar a ser uma psicóloga, não dão nada por mim, pra eles eu sou a mesma coisa de um rato.	10.693250000000003	4	positiva	3	3	0	1	11.559	4	neutra	3	1	0	3	0
Quem ama não esquece, quem ama não deixa passar.	6.10075	4	negativa	4	0	4	0	11.188	4	negativa	4	0	4	0	1
Ficamos namorando até o meu filho fazer um ano então nos casamos, compramos nossa casa e começamos uma vida juntos.	7.0655	4	neutra	2	1	1	2	6.12125	4	neutra	2	1	1	2	1
Ela só se importa em te ver bem.	10.751999999999999	4	positiva	3	3	0	1	6.9465	4	positiva	3	3	0	1	1
Eu só quero que esse dia acabe logo.	4.048	4	positiva	4	4	0	0	3.71025	4	positiva	3	3	0	1	1
Pois é, me orgulho de mim mesma, porque mesmo com todos os problemas, continuo aqui intacta.	3.6470000000000002	4	negativa	4	0	4	0	2.426	4	negativa	3	0	3	1	1
No sábado, dia 28 de julho, foi um sábado maravilhoso.	5.36275	4	positiva	4	4	0	0	5.3925	4	positiva	4	4	0	0	1
Odeio sentir preguiça, fico me culpando por não aproveitar o mundo quando fico sem fazer nada, mas nas ultimas semanas sinto grande vontade de dormi e esquecer o mundo ao meu redor.	7.746999999999999	4	positiva	4	4	0	0	3.85225	4	positiva	3	3	0	1	1
Seu andar é meio saltitante e alegre, e sempre fazem várias coisas ao mesmo tempo, como estudar vendo TV e falando ao telefone enquanto conversam com você.	6.3345	4	negativa	4	0	4	0	8.44625	4	negativa	3	0	3	1	1
Eu não consigo ver uma loira gostosa na minha frente que eu já me excito!	4.40275	4	positiva	4	4	0	0	5.43575	4	positiva	3	3	1	0	1
Agora já é 00:03, estou deprimido, sozinho e incerto de meu futuro.	5.9995	4	positiva	2	2	1	1	5.3135	4	negativa	2	1	2	1	0
Gente eu tenho 13 anos e eu nunca beijei em toda a minha VIDA.	3.13075	4	negativa	4	0	4	0	3.45975	4	negativa	4	0	4	0	1
Hoje prestes a fazer 30 anos, resolvi por um fim nas minhas gordurinhas e levantar a minha autoestima.	5.157	4	negativa	3	0	3	1	14.62925	4	neutra	4	0	0	4	0
Antes de te conhecer eu tinha muitos amigos.	4.484	4	positiva	4	4	0	0	5.773	4	positiva	4	4	0	0	1
Quando foi semana passada, ela pediu pra eu fazer o cabelo dela novamente, ai eu fiz, pra fora e tal.	5.9655000000000005	4	negativa	4	0	4	0	14.81575	4	negativa	3	0	3	1	1
Enquanto isso não acontece, vivo a minha doce vida.	10.01575	4	neutra	4	0	0	4	212.503	4	neutra	4	0	0	4	1
Ele insinuou que eu poderia estar grávida, eu disse que isso, nem pensar, pois eu tomava anticoncepcional.	6.723	4	neutra	3	0	1	3	12.343749999999998	4	neutra	3	0	1	3	1
Ele, como eu previa, não tinha camisinha, e eu me recusei a transar daquele jeito.	4.6625	4	positiva	4	4	0	0	17.470750000000002	4	positiva	4	4	0	0	1
Briguei com ele e eu exclui tudo mas na outra semana vi mais e mais desenhos pornôs.	2.6332500000000003	4	positiva	3	3	0	1	4.502	4	neutra	4	0	0	4	0
Conheci meu namorado no dia do meu aniversário de 19 anos, nós fazíamos curso técnico na mesma escola técnica, e uma amiga em comum nos apresentou.	6.58425	4	negativa	3	1	3	0	6.917999999999999	4	negativa	3	0	3	1	1
Quando eu era criança, assistia aos desenhos do Ligeirinho e me encantava ao ver aqueles feijões mexicanos que pulavam sozinhos.	7.6594999999999995	4	positiva	3	3	0	1	3.89175	4	neutra	2	1	1	2	0
Apenas nos importávamos com a nossa opinião, e namoramos durante 9 meses.	5.031499999999999	4	positiva	4	4	0	0	8.507	4	positiva	4	4	0	0	1
Eu fico chateada, óbvio que não abala o meu namoro esses comentários ridículos, mas eu acho que o ser humano deve ser menos indiscreto e ter mais consideração com os outros.	12.08325	4	negativa	4	0	4	0	25.34525	4	negativa	3	0	3	1	1
No fim , nos despedimos , e nos olhamos como se nossos olhos trocassem um  eu te amo  e sinto que foi isso mesmo !	24.29	4	neutra	3	0	1	3	15.82375	4	neutra	3	0	1	3	1
Minha mãe não lembrou, poucas pessoas lembraram.	7.42825	4	negativa	4	0	4	0	11.62275	4	negativa	3	0	3	1	1
Ela não pode entrar na internet quando ele tá na casa dela (a não ser BEM RÁPIDO) pq tem que estar o tempo todo JUNTO DELE.	21.280499999999996	4	positiva	4	4	0	0	12.62125	4	positiva	4	4	0	0	1
Quando durmo a noite sempre sonho com você, você é lindo.	6.46875	4	negativa	3	0	3	1	3.3925	4	negativa	3	0	3	1	1
Quando acordei, meu namorado estava com a mão na minha cintura, me abraçando, e com a cabeça perto do meu cabelo.	100.52425	4	negativa	4	0	4	0	12.7685	4	negativa	4	0	4	0	1
Eu mato o tempo, escrevendo nesse diario online.	4.22025	4	positiva	4	4	0	0	3.4734999999999996	4	positiva	3	3	0	1	1
Passamos uns 20 minutos conversando antes do filme começar e o papo estava bom, ela sorria, me tocava, ajeitava a blusa e o cabelo, sinais de interesse dela.	7.099749999999999	4	neutra	3	1	0	3	3.3637499999999996	4	neutra	3	1	0	3	1
Sinto minha vida tão bagunçada, vejo meus sonhos morrendo, minha vida tomar direção contrária aquilo que imaginei um dia.	6.8709999999999996	4	positiva	3	3	1	0	8.06925	4	positiva	3	3	1	0	1
Indiretas afetam o meu mau humor e só faz vc ser mais repugnante pra mim.	7.3885000000000005	4	positiva	4	4	0	0	15.23175	4	positiva	3	3	0	1	1
Sinto este desejo todos os dias sabe, até mesmo quando faço, porém horas depois já estou com vontade de fazer amor gostoso.	22.6835	4	negativa	4	0	4	0	6.447	4	negativa	3	0	3	1	1
Acordei com o Matheus me chamando , depois fiz uma coisinha minha mãe chego , vim pro computador , já fui na casa da Dani e só .	6.78775	4	negativa	4	0	4	0	5.79025	4	negativa	3	0	3	1	1
Estar sozinho é fechar as mãos no nada quando se atravessa a rua correndo e não se tem uma mão para segurar.	21.9035	4	positiva	3	3	0	1	10.0785	4	positiva	2	2	1	1	1
Bom eu me chamo Daniele Felix Tenho 15 anos e não tenho com quem desabafar então escolhi aqui.	9.692	4	neutra	4	0	0	4	7.31425	4	neutra	4	0	0	4	1
